ncbi_gene_id,gene_symbol,disease_id,relationship
4000,LMNA,D:7316,associated_with
5318,PKP2,D:7316,associated_with
6262,RYR2,D:7316,associated_with
7043,TGFB3,D:7316,associated_with
79188,TMEM43,D:7316,associated_with
7273,TTN,D:7316,associated_with
1000,CDH2,D:7317,associated_with
29119,CTNNA3,D:7317,associated_with
1824,DSC2,D:7317,associated_with
1829,DSG2,D:7317,associated_with
1832,DSP,D:7317,associated_with
3728,JUP,D:7317,associated_with
11155,LDB3,D:7317,associated_with
4000,LMNA,D:7317,associated_with
5318,PKP2,D:7317,associated_with
5350,PLN,D:7317,associated_with
6262,RYR2,D:7317,associated_with
7043,TGFB3,D:7317,associated_with
79188,TMEM43,D:7317,associated_with
7273,TTN,D:7317,associated_with
29119,CTNNA3,D:7318,associated_with
1824,DSC2,D:7318,associated_with
1829,DSG2,D:7318,associated_with
1832,DSP,D:7318,associated_with
3728,JUP,D:7318,associated_with
11155,LDB3,D:7318,associated_with
4000,LMNA,D:7318,associated_with
5318,PKP2,D:7318,associated_with
6262,RYR2,D:7318,associated_with
7043,TGFB3,D:7318,associated_with
79188,TMEM43,D:7318,associated_with
7273,TTN,D:7318,associated_with
1471,CST3,D:732,associated_with
1471,CST3,D:732,associated_with
3704,ITPA,D:7325,associated_with
4914,NTRK1,D:7327,associated_with
4914,NTRK1,D:7327,associated_with
3479,IGF1,D:7329,associated_with
3479,IGF1,D:7329,associated_with
3480,IGF1R,D:7330,associated_with
3480,IGF1R,D:7330,associated_with
3643,INSR,D:7331,associated_with
3643,INSR,D:7331,associated_with
4221,MEN1,D:7333,associated_with
7528,YY1,D:7333,associated_with
389692,MAFA,D:7335,associated_with
818,CAMK2G,D:7336,associated_with
1173,AP2M1,D:7337,associated_with
9969,MED13,D:7338,associated_with
1742,DLG4,D:7339,associated_with
2243,FGA,D:734,associated_with
1363,CPE,D:7340,associated_with
1363,CPE,D:7340,associated_with
49855,SCAPER,D:7341,associated_with
54517,PUS7,D:7342,associated_with
118987,PDZD8,D:7343,associated_with
57680,CHD8,D:7344,associated_with
57680,CHD8,D:7344,associated_with
10716,TBR1,D:7345,associated_with
26115,TANC2,D:7346,associated_with
51317,PHF21A,D:7347,associated_with
10681,GNB5,D:7348,associated_with
10681,GNB5,D:7348,associated_with
9772,TMEM94,D:7349,associated_with
9772,TMEM94,D:7349,associated_with
2934,GSN,D:735,associated_with
2934,GSN,D:735,associated_with
80204,FBXO11,D:7350,associated_with
7862,BRPF1,D:7351,associated_with
51633,OTUD6B,D:7352,associated_with
51633,OTUD6B,D:7352,associated_with
64919,BCL11B,D:7353,associated_with
64919,BCL11B,D:7353,associated_with
199857,ALG14,D:7354,associated_with
8493,PPM1D,D:7355,associated_with
8493,PPM1D,D:7355,associated_with
8812,CCNK,D:7356,associated_with
1024,CDK8,D:7357,associated_with
30000,TNPO2,D:7358,associated_with
1656,DDX6,D:7359,associated_with
335,APOA1,D:736,associated_with
4929,NR4A2,D:7360,associated_with
5058,PAK1,D:7361,associated_with
203190,LGI3,D:7362,associated_with
4848,CNOT2,D:7363,associated_with
50651,SLC45A1,D:7364,associated_with
92154,MTSS2,D:7365,associated_with
6095,RORA,D:7366,associated_with
318,NUDT2,D:7367,associated_with
5138,PDE2A,D:7368,associated_with
53335,BCL11A,D:7369,associated_with
4069,LYZ,D:737,associated_with
20,ABCA2,D:7370,associated_with
23067,SETD1B,D:7371,associated_with
51412,ACTL6B,D:7372,associated_with
9922,IQSEC1,D:7373,associated_with
26100,WIPI2,D:7374,associated_with
26224,FBXL3,D:7375,associated_with
9147,NEMF,D:7376,associated_with
4849,CNOT3,D:7377,associated_with
10664,CTCF,D:7378,associated_with
10664,CTCF,D:7378,associated_with
10472,ZBTB18,D:7379,associated_with
567,B2M,D:738,associated_with
55209,SETD5,D:7380,associated_with
55209,SETD5,D:7380,associated_with
26053,AUTS2,D:7381,associated_with
26053,AUTS2,D:7381,associated_with
26040,SETBP1,D:7382,associated_with
1013,CDH15,D:7383,associated_with
1804,DPP6,D:7384,associated_with
1917,EEF1A2,D:7385,associated_with
283489,CHAMP1,D:7386,associated_with
2782,GNB1,D:7387,associated_with
2782,GNB1,D:7387,associated_with
3097,HIVEP2,D:7388,associated_with
23152,CIC,D:7389,associated_with
7276,TTR,D:739,associated_with
56479,KCNQ5,D:7390,associated_with
10274,STAG1,D:7391,associated_with
10274,STAG1,D:7391,associated_with
5879,RAC1,D:7392,associated_with
5879,RAC1,D:7392,associated_with
8831,SYNGAP1,D:7393,associated_with
8831,SYNGAP1,D:7393,associated_with
51111,KMT5B,D:7394,associated_with
51111,KMT5B,D:7394,associated_with
55870,ASH1L,D:7395,associated_with
815,CAMK2A,D:7396,associated_with
816,CAMK2B,D:7397,associated_with
1213,CLTC,D:7398,associated_with
6418,SET,D:7399,associated_with
131118,DNAJC19,D:74,associated_with
131118,DNAJC19,D:74,associated_with
9180,OSMR,D:740,associated_with
2904,GRIN2B,D:7400,associated_with
7204,TRIO,D:7401,associated_with
23036,ZNF292,D:7402,associated_with
23030,KDM4B,D:7403,associated_with
490,ATP2B1,D:7404,associated_with
2890,GRIA1,D:7405,associated_with
9757,KMT2B,D:7406,associated_with
81562,LMAN2L,D:7407,associated_with
1859,DYRK1A,D:7408,associated_with
29072,SETD2,D:7409,associated_with
133396,IL31RA,D:741,associated_with
64864,RFX7,D:7410,associated_with
23524,SRRM2,D:7411,associated_with
23524,SRRM2,D:7411,associated_with
6874,TAF4,D:7412,associated_with
3183,HNRNPC,D:7413,associated_with
1660,DHX9,D:7414,associated_with
57609,DIP2B,D:7415,associated_with
8492,PRSS12,D:7416,associated_with
83696,TRAPPC9,D:7417,associated_with
9524,TECR,D:7418,associated_with
10457,GPNMB,D:742,associated_with
51185,CRBN,D:7421,associated_with
54862,CC2D1A,D:7423,associated_with
8738,CRADD,D:7424,associated_with
11133,KPTN,D:7426,associated_with
11133,KPTN,D:7426,associated_with
23325,WASHC4,D:7427,associated_with
124512,METTL23,D:7428,associated_with
79791,FBXO31,D:7429,associated_with
3340,NDST1,D:7430,associated_with
388662,SLC6A17,D:7431,associated_with
388662,SLC6A17,D:7431,associated_with
54888,NSUN2,D:7432,associated_with
80153,EDC3,D:7433,associated_with
23043,TNIK,D:7434,associated_with
3612,IMPA1,D:7435,associated_with
2898,GRIK2,D:7436,associated_with
6884,TAF13,D:7437,associated_with
9853,RUSC2,D:7438,associated_with
815,CAMK2A,D:7439,associated_with
84894,LINGO1,D:7440,associated_with
10765,KDM5B,D:7441,associated_with
8665,EIF3F,D:7442,associated_with
55621,TRMT1,D:7443,associated_with
27107,ZBTB11,D:7444,associated_with
7991,TUSC3,D:7445,associated_with
51319,RSRC1,D:7446,associated_with
91801,ALKBH8,D:7447,associated_with
29081,METTL5,D:7448,associated_with
51126,NAA20,D:7449,associated_with
10297,APC2,D:7450,associated_with
55367,PIDD1,D:7451,associated_with
2890,GRIA1,D:7452,associated_with
9731,CEP104,D:7453,associated_with
55717,WDR11,D:7454,associated_with
7175,TPR,D:7455,associated_with
835,CASP2,D:7456,associated_with
10973,ASCC3,D:7457,associated_with
221078,NSUN6,D:7458,associated_with
144577,KICS2,D:7459,associated_with
283,ANG,D:746,associated_with
311,ANXA11,D:746,associated_with
6311,ATXN2,D:746,associated_with
899,CCNF,D:746,associated_with
755,CFAP410,D:746,associated_with
400916,CHCHD10,D:746,associated_with
25978,CHMP2B,D:746,associated_with
1610,DAO,D:746,associated_with
1639,DCTN1,D:746,associated_with
2066,ERBB4,D:746,associated_with
9896,FIG4,D:746,associated_with
2521,FUS,D:746,associated_with
2733,GLE1,D:746,associated_with
55830,GLT8D1,D:746,associated_with
3178,HNRNPA1,D:746,associated_with
9782,MATR3,D:746,associated_with
4744,NEFH,D:746,associated_with
4750,NEK1,D:746,associated_with
10133,OPTN,D:746,associated_with
5216,PFN1,D:746,associated_with
5444,PON1,D:746,associated_with
5445,PON2,D:746,associated_with
5446,PON3,D:746,associated_with
10891,PPARGC1A,D:746,associated_with
5630,PRPH,D:746,associated_with
6647,SOD1,D:746,associated_with
8878,SQSTM1,D:746,associated_with
8148,TAF15,D:746,associated_with
23435,TARDBP,D:746,associated_with
29110,TBK1,D:746,associated_with
54209,TREM2,D:746,associated_with
29978,UBQLN2,D:746,associated_with
23025,UNC13A,D:746,associated_with
9217,VAPB,D:746,associated_with
7415,VCP,D:746,associated_with
84679,SLC9A7,D:7461,associated_with
2258,FGF13,D:7462,associated_with
84631,SLITRK2,D:7463,associated_with
9203,ZMYM3,D:7464,associated_with
1478,CSTF2,D:7465,associated_with
26576,SRPK3,D:7466,associated_with
5063,PAK3,D:7467,associated_with
1639,DCTN1,D:747,associated_with
4744,NEFH,D:747,associated_with
5630,PRPH,D:747,associated_with
6647,SOD1,D:747,associated_with
7543,ZFX,D:7471,associated_with
8242,KDM5C,D:7472,associated_with
8242,KDM5C,D:7472,associated_with
4204,MECP2,D:7473,associated_with
4204,MECP2,D:7473,associated_with
1654,DDX3X,D:7474,associated_with
79576,NKAP,D:7475,associated_with
2742,GLRA2,D:7476,associated_with
7030,TFE3,D:7477,associated_with
10060,ABCC9,D:7478,associated_with
1859,DYRK1A,D:7479,associated_with
23435,TARDBP,D:748,associated_with
22827,PUF60,D:7484,associated_with
60684,TRAPPC11,D:7487,associated_with
9896,FIG4,D:749,associated_with
83696,TRAPPC9,D:7495,associated_with
81570,CLPB,D:75,associated_with
10133,OPTN,D:750,associated_with
6304,SATB1,D:7500,associated_with
3557,IL1RN,D:7502,associated_with
3557,IL1RN,D:7502,associated_with
1291,COL6A1,D:7506,associated_with
1292,COL6A2,D:7506,associated_with
1293,COL6A3,D:7506,associated_with
3767,KCNJ11,D:7507,associated_with
1308,COL17A1,D:7508,associated_with
3691,ITGB4,D:7508,associated_with
3909,LAMA3,D:7508,associated_with
3914,LAMB3,D:7508,associated_with
3918,LAMC2,D:7508,associated_with
593,BCKDHA,D:7509,associated_with
594,BCKDHB,D:7509,associated_with
1629,DBT,D:7509,associated_with
152926,PPM1K,D:7509,associated_with
29978,UBQLN2,D:751,associated_with
58,ACTA1,D:7510,associated_with
10324,KLHL41,D:7510,associated_with
4703,NEB,D:7510,associated_with
7170,TPM3,D:7510,associated_with
26503,SLC17A5,D:7511,associated_with
4210,MEFV,D:7513,associated_with
7132,TNFRSF1A,D:7513,associated_with
593,BCKDHA,D:7514,associated_with
594,BCKDHB,D:7514,associated_with
1629,DBT,D:7514,associated_with
10280,SIGMAR1,D:752,associated_with
4141,MARS1,D:7520,associated_with
4141,MARS1,D:7520,associated_with
653509,SFTPA1,D:7522,associated_with
3675,ITGA3,D:7526,associated_with
3675,ITGA3,D:7526,associated_with
22909,FAN1,D:7527,associated_with
22909,FAN1,D:7527,associated_with
5216,PFN1,D:753,associated_with
55107,ANO1,D:7533,associated_with
2316,FLNA,D:7537,associated_with
2066,ERBB4,D:754,associated_with
8647,ABCB11,D:7544,associated_with
5244,ABCB4,D:7544,associated_with
5205,ATP8B1,D:7544,associated_with
9971,NR1H4,D:7544,associated_with
57679,ALS2,D:755,associated_with
116028,RMI2,D:7550,associated_with
7156,TOP3A,D:7550,associated_with
1028,CDKN1C,D:7551,associated_with
5426,POLE,D:7553,associated_with
1028,CDKN1C,D:7554,associated_with
1028,CDKN1C,D:7554,associated_with
5426,POLE,D:7554,associated_with
596,BCL2,D:7555,associated_with
604,BCL6,D:7555,associated_with
3178,HNRNPA1,D:756,associated_with
5308,PITX2,D:7568,associated_with
9782,MATR3,D:757,associated_with
654,BMP6,D:7571,associated_with
164656,TMPRSS6,D:7572,associated_with
164656,TMPRSS6,D:7572,associated_with
241,ALOX5AP,D:7574,associated_with
2147,F2,D:7574,associated_with
2153,F5,D:7574,associated_with
4846,NOS3,D:7574,associated_with
5583,PRKCH,D:7574,associated_with
9496,TBX4,D:7576,associated_with
9496,TBX4,D:7576,associated_with
27034,ACAD8,D:7577,associated_with
27034,ACAD8,D:7577,associated_with
7277,TUBA4A,D:758,associated_with
311,ANXA11,D:759,associated_with
4524,MTHFR,D:7592,associated_with
81788,NUAK2,D:7592,associated_with
57216,VANGL2,D:7592,associated_with
2296,FOXC1,D:7594,associated_with
5080,PAX6,D:7594,associated_with
54765,TRIM44,D:7594,associated_with
27429,HTRA2,D:76,associated_with
27429,HTRA2,D:76,associated_with
7072,TIA1,D:760,associated_with
203859,ANO5,D:7600,associated_with
859,CAV3,D:7600,associated_with
4878,NPPA,D:7601,associated_with
6331,SCN5A,D:7601,associated_with
3736,KCNA1,D:7602,associated_with
3815,KIT,D:7606,associated_with
10558,SPTLC1,D:761,associated_with
3664,IRF6,D:7610,associated_with
4487,MSX1,D:7610,associated_with
5818,NECTIN1,D:7610,associated_with
8626,TP63,D:7610,associated_with
55572,FOXRED1,D:7612,associated_with
4535,MT-ND1,D:7612,associated_with
4536,MT-ND2,D:7612,associated_with
4537,MT-ND3,D:7612,associated_with
4694,NDUFA1,D:7612,associated_with
126328,NDUFA11,D:7612,associated_with
4700,NDUFA6,D:7612,associated_with
51103,NDUFAF1,D:7612,associated_with
91942,NDUFAF2,D:7612,associated_with
25915,NDUFAF3,D:7612,associated_with
29078,NDUFAF4,D:7612,associated_with
79133,NDUFAF5,D:7612,associated_with
284184,NDUFAF8,D:7612,associated_with
4716,NDUFB10,D:7612,associated_with
54539,NDUFB11,D:7612,associated_with
4709,NDUFB3,D:7612,associated_with
4715,NDUFB9,D:7612,associated_with
4719,NDUFS1,D:7612,associated_with
4720,NDUFS2,D:7612,associated_with
4722,NDUFS3,D:7612,associated_with
4724,NDUFS4,D:7612,associated_with
4726,NDUFS6,D:7612,associated_with
374291,NDUFS7,D:7612,associated_with
4728,NDUFS8,D:7612,associated_with
4723,NDUFV1,D:7612,associated_with
4729,NDUFV2,D:7612,associated_with
80224,NUBPL,D:7612,associated_with
51300,TIMMDC1,D:7612,associated_with
55863,TMEM126B,D:7612,associated_with
617,BCS1L,D:7613,associated_with
1537,CYC1,D:7613,associated_with
90624,LYRM7,D:7613,associated_with
4519,MT-CYB,D:7613,associated_with
54902,TTC19,D:7613,associated_with
84300,UQCC2,D:7613,associated_with
790955,UQCC3,D:7613,associated_with
7381,UQCRB,D:7613,associated_with
7385,UQCRC2,D:7613,associated_with
7386,UQCRFS1,D:7613,associated_with
27089,UQCRQ,D:7613,associated_with
1260,CNGA2,D:7617,associated_with
10178,TENM1,D:7617,associated_with
5792,PTPRF,D:7619,associated_with
29967,LRP12,D:762,associated_with
2703,GJA8,D:7630,associated_with
55997,CFC1,D:7632,associated_with
2657,GDF1,D:7632,associated_with
23389,MED13L,D:7632,associated_with
7547,ZIC3,D:7632,associated_with
28958,COA3,D:7634,associated_with
1352,COX10,D:7634,associated_with
84987,COX14,D:7634,associated_with
51241,COX16,D:7634,associated_with
116228,COX20,D:7634,associated_with
1327,COX4I1,D:7634,associated_with
9377,COX5A,D:7634,associated_with
1339,COX6A2,D:7634,associated_with
1340,COX6B1,D:7634,associated_with
1351,COX8A,D:7634,associated_with
4512,MT-CO1,D:7634,associated_with
4513,MT-CO2,D:7634,associated_with
4514,MT-CO3,D:7634,associated_with
100303755,PET117,D:7634,associated_with
7545,ZIC1,D:7635,associated_with
84107,ZIC4,D:7635,associated_with
4811,NID1,D:7636,associated_with
7545,ZIC1,D:7636,associated_with
84107,ZIC4,D:7636,associated_with
2313,FLI1,D:7637,associated_with
23064,SETX,D:764,associated_with
23064,SETX,D:764,associated_with
54507,ADAMTSL4,D:7643,associated_with
2200,FBN1,D:7643,associated_with
4524,MTHFR,D:7647,associated_with
57216,VANGL2,D:7647,associated_with
80208,SPG11,D:765,associated_with
7355,SLC35A2,D:7654,associated_with
2475,MTOR,D:7657,associated_with
7249,TSC2,D:7657,associated_with
2475,MTOR,D:7658,associated_with
7248,TSC1,D:7658,associated_with
7249,TSC2,D:7658,associated_with
2521,FUS,D:766,associated_with
2688,GH1,D:7664,associated_with
2688,GH1,D:7664,associated_with
5449,POU1F1,D:7664,associated_with
695,BTK,D:7665,associated_with
9217,VAPB,D:767,associated_with
54806,AHI1,D:7678,associated_with
200894,ARL13B,D:7678,associated_with
403,ARL3,D:7678,associated_with
80210,ARMC9,D:7678,associated_with
27077,B9D1,D:7678,associated_with
80776,B9D2,D:7678,associated_with
25776,CBY1,D:7678,associated_with
9731,CEP104,D:7678,associated_with
153241,CEP120,D:7678,associated_with
95681,CEP41,D:7678,associated_with
65250,CPLANE1,D:7678,associated_with
79848,CSPP1,D:7678,associated_with
219844,HYLS1,D:7678,associated_with
80173,IFT74,D:7678,associated_with
56623,INPP5E,D:7678,associated_with
23247,KATNIP,D:7678,associated_with
9786,KIAA0586,D:7678,associated_with
9851,KIAA0753,D:7678,associated_with
54903,MKS1,D:7678,associated_with
8481,OFD1,D:7678,associated_with
5147,PDE6D,D:7678,associated_with
10464,PIBF1,D:7678,associated_with
51684,SUFU,D:7678,associated_with
79600,TCTN1,D:7678,associated_with
79867,TCTN2,D:7678,associated_with
26123,TCTN3,D:7678,associated_with
219854,TMEM218,D:7678,associated_with
65062,TMEM237,D:7678,associated_with
91147,TMEM67,D:7678,associated_with
23116,TOGARAM1,D:7678,associated_with
9573,GDF3,D:7679,associated_with
392255,GDF6,D:7679,associated_with
4222,MEOX1,D:7679,associated_with
283,ANG,D:768,associated_with
27249,MMADHC,D:7687,associated_with
203228,C9orf72,D:769,associated_with
57217,TTC7A,D:7691,associated_with
51473,DCDC2,D:7693,associated_with
23592,LEMD3,D:7696,associated_with
28952,CCDC22,D:77,associated_with
56896,DPYSL5,D:77,associated_with
57020,VPS35L,D:77,associated_with
9897,WASHC5,D:77,associated_with
6833,ABCC8,D:7700,associated_with
2645,GCK,D:7700,associated_with
3630,INS,D:7700,associated_with
3767,KCNJ11,D:7700,associated_with
3651,PDX1,D:7700,associated_with
6774,STAT3,D:7700,associated_with
4041,LRP5,D:7702,associated_with
5589,PRKCSH,D:7702,associated_with
11231,SEC63,D:7702,associated_with
64327,LMBR1,D:7712,associated_with
6469,SHH,D:7712,associated_with
8945,BTRC,D:7720,associated_with
1749,DLX5,D:7720,associated_with
1750,DLX6,D:7720,associated_with
58513,EPS15L1,D:7720,associated_with
6468,FBXW4,D:7720,associated_with
7979,SEM1,D:7720,associated_with
8626,TP63,D:7720,associated_with
7480,WNT10B,D:7720,associated_with
4750,NEK1,D:773,associated_with
3712,IVD,D:7737,associated_with
3712,IVD,D:7737,associated_with
57167,SALL4,D:7739,associated_with
57167,SALL4,D:7739,associated_with
3798,KIF5A,D:774,associated_with
54676,GTPBP2,D:7740,associated_with
2260,FGFR1,D:7741,associated_with
2263,FGFR2,D:7741,associated_with
2263,FGFR2,D:7741,associated_with
2313,FLI1,D:7742,associated_with
26504,CNNM4,D:7743,associated_with
26504,CNNM4,D:7743,associated_with
5932,RBBP8,D:7746,associated_with
5932,RBBP8,D:7746,associated_with
78987,CRELD1,D:7747,associated_with
11315,PARK7,D:775,associated_with
54822,TRPM7,D:775,associated_with
54822,TRPM7,D:775,associated_with
3753,KCNE1,D:7750,associated_with
3784,KCNQ1,D:7750,associated_with
3784,KCNQ1,D:7751,associated_with
3753,KCNE1,D:7752,associated_with
153241,CEP120,D:7754,associated_with
79659,DYNC2H1,D:7754,associated_with
55112,DYNC2I1,D:7754,associated_with
89891,DYNC2I2,D:7754,associated_with
51626,DYNC2LI1,D:7754,associated_with
9742,IFT140,D:7754,associated_with
26160,IFT172,D:7754,associated_with
57560,IFT80,D:7754,associated_with
9851,KIAA0753,D:7754,associated_with
79809,TTC21B,D:7754,associated_with
57728,WDR19,D:7754,associated_with
197131,UBR1,D:7755,associated_with
197131,UBR1,D:7755,associated_with
4773,NFATC2,D:7757,associated_with
64412,GZF1,D:7758,associated_with
64412,GZF1,D:7758,associated_with
56623,INPP5E,D:7759,associated_with
10801,SEPTIN9,D:776,associated_with
8481,OFD1,D:7760,associated_with
79600,TCTN1,D:7761,associated_with
65062,TMEM237,D:7762,associated_with
95681,CEP41,D:7763,associated_with
51524,TMEM138,D:7764,associated_with
65250,CPLANE1,D:7765,associated_with
26123,TCTN3,D:7766,associated_with
51259,TMEM216,D:7767,associated_with
79583,TMEM231,D:7768,associated_with
79848,CSPP1,D:7769,associated_with
57562,CEP126,D:777,associated_with
65250,CPLANE1,D:777,associated_with
5147,PDE6D,D:7770,associated_with
9786,KIAA0586,D:7771,associated_with
79867,TCTN2,D:7772,associated_with
9731,CEP104,D:7773,associated_with
23247,KATNIP,D:7774,associated_with
27077,B9D1,D:7775,associated_with
54903,MKS1,D:7776,associated_with
54806,AHI1,D:7777,associated_with
80210,ARMC9,D:7778,associated_with
153241,CEP120,D:7779,associated_with
51684,SUFU,D:7780,associated_with
10464,PIBF1,D:7781,associated_with
403,ARL3,D:7782,associated_with
317662,FAM149B1,D:7783,associated_with
23116,TOGARAM1,D:7784,associated_with
9851,KIAA0753,D:7785,associated_with
219854,TMEM218,D:7786,associated_with
4867,NPHP1,D:7787,associated_with
4867,NPHP1,D:7787,associated_with
23322,RPGRIP1L,D:7787,associated_with
65062,TMEM237,D:7787,associated_with
80173,IFT74,D:7788,associated_with
80184,CEP290,D:7789,associated_with
91147,TMEM67,D:7790,associated_with
23322,RPGRIP1L,D:7791,associated_with
200894,ARL13B,D:7792,associated_with
57545,CC2D2A,D:7793,associated_with
57545,CC2D2A,D:7795,associated_with
56623,INPP5E,D:7795,associated_with
23322,RPGRIP1L,D:7795,associated_with
91147,TMEM67,D:7795,associated_with
79848,CSPP1,D:7796,associated_with
9786,KIAA0586,D:7796,associated_with
54806,AHI1,D:7797,associated_with
153241,CEP120,D:7797,associated_with
95681,CEP41,D:7797,associated_with
56623,INPP5E,D:7797,associated_with
54903,MKS1,D:7797,associated_with
83987,CCDC8,D:78,associated_with
9820,CUL7,D:78,associated_with
23363,OBSL1,D:78,associated_with
213,ALB,D:780,associated_with
114327,EFHC1,D:7802,associated_with
57679,ALS2,D:7803,associated_with
2521,FUS,D:7803,associated_with
10280,SIGMAR1,D:7803,associated_with
80208,SPG11,D:7803,associated_with
10558,SPTLC1,D:7803,associated_with
144811,LACC1,D:7804,associated_with
3418,IDH2,D:781,associated_with
1545,CYP1B1,D:7811,associated_with
2202,EFEMP1,D:7811,associated_with
4653,MYOC,D:7811,associated_with
3064,HTT,D:7812,associated_with
118429,ANTXR2,D:7813,associated_with
3569,IL6,D:7814,associated_with
4282,MIF,D:7814,associated_with
23092,ARHGAP26,D:7817,associated_with
867,CBL,D:7817,associated_with
867,CBL,D:7817,associated_with
3845,KRAS,D:7817,associated_with
4763,NF1,D:7817,associated_with
4763,NF1,D:7817,associated_with
4893,NRAS,D:7817,associated_with
5781,PTPN11,D:7817,associated_with
5781,PTPN11,D:7817,associated_with
6237,RRAS,D:7817,associated_with
1967,EIF2B1,D:7819,associated_with
8892,EIF2B2,D:7819,associated_with
8891,EIF2B3,D:7819,associated_with
8890,EIF2B4,D:7819,associated_with
8893,EIF2B5,D:7819,associated_with
657,BMPR1A,D:7822,associated_with
5728,PTEN,D:7822,associated_with
657,BMPR1A,D:7823,associated_with
4089,SMAD4,D:7823,associated_with
4089,SMAD4,D:7824,associated_with
4758,NEU1,D:7825,associated_with
1760,DMPK,D:7828,associated_with
7403,KDM6A,D:7830,associated_with
8085,KMT2D,D:7830,associated_with
7403,KDM6A,D:7831,associated_with
8085,KMT2D,D:7831,associated_with
7403,KDM6A,D:7832,associated_with
8788,DLK1,D:7833,associated_with
55384,MEG3,D:7833,associated_with
388015,RTL1,D:7833,associated_with
8788,DLK1,D:7834,associated_with
55384,MEG3,D:7834,associated_with
388015,RTL1,D:7834,associated_with
8788,DLK1,D:7835,associated_with
55384,MEG3,D:7835,associated_with
388015,RTL1,D:7835,associated_with
79644,SRD5A3,D:7836,associated_with
3730,ANOS1,D:7837,associated_with
285025,CCDC141,D:7837,associated_with
55636,CHD7,D:7837,associated_with
1630,DCC,D:7837,associated_with
1848,DUSP6,D:7837,associated_with
389549,FEZF1,D:7837,associated_with
8822,FGF17,D:7837,associated_with
2253,FGF8,D:7837,associated_with
2260,FGFR1,D:7837,associated_with
23767,FLRT3,D:7837,associated_with
8820,HESX1,D:7837,associated_with
9394,HS6ST1,D:7837,associated_with
54756,IL17RD,D:7837,associated_with
79625,NDNF,D:7837,associated_with
60675,PROK2,D:7837,associated_with
128674,PROKR2,D:7837,associated_with
10371,SEMA3A,D:7837,associated_with
6663,SOX10,D:7837,associated_with
81848,SPRY4,D:7837,associated_with
6870,TACR3,D:7837,associated_with
55717,WDR11,D:7837,associated_with
4668,NAGA,D:7841,associated_with
4668,NAGA,D:7841,associated_with
2186,BPTF,D:7843,associated_with
3569,IL6,D:7843,associated_with
9630,GNA14,D:7844,associated_with
89910,UBE3B,D:7848,associated_with
89910,UBE3B,D:7848,associated_with
3418,IDH2,D:785,associated_with
90522,YIF1B,D:7850,associated_with
90522,YIF1B,D:7850,associated_with
29123,ANKRD11,D:7851,associated_with
29123,ANKRD11,D:7851,associated_with
4509,MT-ATP8,D:7852,associated_with
4567,MT-TL1,D:7852,associated_with
50484,RRM2B,D:7852,associated_with
2239,GPC4,D:7853,associated_with
2239,GPC4,D:7853,associated_with
6905,TBCE,D:7856,associated_with
6905,TBCE,D:7856,associated_with
63901,FAM111A,D:7857,associated_with
63901,FAM111A,D:7857,associated_with
3763,KCNJ6,D:7858,associated_with
3763,KCNJ6,D:7858,associated_with
3418,IDH2,D:786,associated_with
25913,POT1,D:786,associated_with
5080,PAX6,D:7860,associated_with
5080,PAX6,D:7860,associated_with
2706,GJB2,D:7861,associated_with
30813,VSX1,D:7862,associated_with
113457,TUBA3D,D:7870,associated_with
2706,GJB2,D:7874,associated_with
2706,GJB2,D:7874,associated_with
4574,MT-TS1,D:7874,associated_with
26276,VPS33B,D:7875,associated_with
114548,NLRP3,D:7876,associated_with
114548,NLRP3,D:7876,associated_with
1508,CTSB,D:7877,associated_with
1508,CTSB,D:7877,associated_with
4035,LRP1,D:7878,associated_with
51360,MBTPS2,D:7878,associated_with
6303,SAT1,D:7878,associated_with
51360,MBTPS2,D:7880,associated_with
51371,POMP,D:7883,associated_with
51371,POMP,D:7883,associated_with
1828,DSG1,D:7885,associated_with
1832,DSP,D:7886,associated_with
3848,KRT1,D:7887,associated_with
4035,LRP1,D:7888,associated_with
2767,GNA11,D:789,associated_with
9630,GNA14,D:789,associated_with
2776,GNAQ,D:789,associated_with
5290,PIK3CA,D:7890,associated_with
6566,SLC16A1,D:7893,associated_with
4256,MGP,D:7894,associated_with
4256,MGP,D:7894,associated_with
54892,NCAPG2,D:7895,associated_with
2706,GJB2,D:7896,associated_with
10804,GJB6,D:7896,associated_with
10584,COLEC10,D:79,associated_with
78989,COLEC11,D:79,associated_with
5648,MASP1,D:79,associated_with
10940,POP1,D:790,associated_with
6023,RMRP,D:790,associated_with
6558,SLC12A2,D:7901,associated_with
6558,SLC12A2,D:7901,associated_with
55612,FERMT1,D:7903,associated_with
55612,FERMT1,D:7903,associated_with
6261,RYR1,D:7904,associated_with
6261,RYR1,D:7904,associated_with
3899,AFF3,D:7905,associated_with
79813,EHMT1,D:7907,associated_with
58508,KMT2C,D:7908,associated_with
79813,EHMT1,D:7909,associated_with
58508,KMT2C,D:7909,associated_with
6023,RMRP,D:791,associated_with
9881,TRANK1,D:7910,associated_with
55975,KLHL7,D:7911,associated_with
55975,KLHL7,D:7912,associated_with
55958,KLHL9,D:7913,associated_with
392255,GDF6,D:7914,associated_with
9573,GDF3,D:7915,associated_with
84700,MYO18B,D:7916,associated_with
84700,MYO18B,D:7916,associated_with
4222,MEOX1,D:7917,associated_with
55109,AGGF1,D:7918,associated_with
5290,PIK3CA,D:7918,associated_with
